gene_1	1671.75
gene_2	3189.5
gene_3	443
gene_4	1144.667
gene_5	2870.2
gene_6	993.6
gene_7	1663
gene_8	1534.917
gene_9	1581.2
gene_10	1283.222
gene_11	1564.5
gene_12	1775.875
gene_13	1240
gene_14	5395.2
gene_15	927.8889
gene_16	4144.2
gene_17	4577
gene_18	3180.571
gene_19	4236
gene_20	1155
gene_21	1639.5
gene_22	2161.647
gene_23	2313
gene_24	1179.8
gene_25	1385.55
gene_26	1392.438
gene_27	3040.846
gene_28	1648.167
gene_29	1969.2
gene_30	1021
gene_31	804.125
gene_32	1626.75
gene_33	2195
gene_34	1410.4
gene_35	2453.667
gene_36	2541.429
gene_37	747.9
gene_38	2873
gene_39	1990
gene_40	1071.143
gene_41	924.25
gene_42	2192.143
gene_43	1810
gene_44	1235.067
gene_45	978.1667
gene_46	2577
gene_47	3257.682
gene_48	753.75
gene_49	1070.333
gene_50	1964.286
gene_51	2565.5
gene_52	1036.125
gene_53	2303
gene_54	7858.5
gene_55	812.5
gene_56	2293.538
gene_57	1261
gene_58	1891
gene_59	2665
gene_60	1032.556
gene_61	841.5
gene_62	5228.118
gene_63	1130.667
gene_64	1331.133
gene_65	1376.5
gene_66	2030.562
gene_67	2156.286
gene_68	2618
gene_69	3608.2
gene_70	2981.333
gene_71	790.3333
gene_72	2841.1
gene_73	6776
gene_74	795
gene_75	2026.15
gene_76	1540
gene_77	1247.455
gene_78	1828.4
gene_79	1603.133
gene_80	901
gene_81	1062.875
gene_82	2144
gene_83	1793.1
gene_84	2613.286
gene_85	3186
gene_86	1314.267
gene_87	1393.818
gene_88	2113
gene_89	980.1667
gene_90	1154.625
gene_91	3127
gene_92	1136.812
gene_93	1544.789
gene_94	3732.333
gene_95	1100
gene_96	843.125
gene_97	3690.167
gene_98	2285
gene_99	1828.455
gene_100	1386.632
gene_101	688.1667
gene_102	1614.643
gene_103	1876.182
gene_104	2293
gene_105	1755.6
gene_106	1152.333
gene_107	3674.25
gene_108	1964
gene_109	651
gene_110	1044
gene_111	1826.625
gene_112	6047
gene_113	1641.5
gene_114	238
gene_115	40
gene_116	1511.25
gene_117	1539
gene_118	1295.167
gene_119	1131
gene_120	674.5
gene_121	1202
gene_122	1194
gene_123	1270
gene_124	1205.625
gene_125	3621
gene_126	1563.75
gene_127	1801.2
gene_128	2383.955
gene_129	1928.714
gene_130	1321.667
gene_131	1287.5
gene_132	500
gene_133	811
gene_134	972
gene_135	1369.7
gene_136	1156
gene_137	2517
gene_138	895.75
gene_139	3253.4
gene_140	1748.429
gene_141	2670.333
gene_142	1774.556
gene_143	1139.667
gene_144	1695.375
gene_145	1042.556
gene_146	387
gene_147	872
gene_148	635
gene_149	5659.2
gene_150	1016.467
gene_151	1134.333
gene_152	775.5897
gene_153	1295
gene_154	854.8
gene_155	2570.333
gene_156	1861.333
gene_157	3695
gene_158	933.6667
gene_159	1330.6
gene_160	374
gene_161	751.4706
gene_162	1007
gene_163	2487.75
gene_164	1815
gene_165	1845.571
gene_166	1177.632
gene_167	1271.6
gene_168	1299.333
gene_169	1541
gene_170	1783.4
gene_171	1900.4
gene_172	2266
gene_173	1388.429
gene_174	1043.1
gene_175	3939
gene_176	2636.071
gene_177	1034.778
gene_178	2322.714
gene_179	972.6
gene_180	374
gene_181	1911.7
gene_182	977
gene_183	1073.833
gene_184	1274
gene_185	2405.667
gene_186	928.6471
gene_187	1683.333
gene_188	929.4444
gene_189	2085.684
gene_190	1409
gene_191	1834.333
gene_192	1689.222
gene_193	2725.75
gene_194	3087.667
gene_195	679.4
gene_196	2169.4
gene_197	1927.448
gene_198	319
gene_199	91
gene_200	752
gene_201	1132
gene_202	751
gene_203	2501.25
gene_204	740
gene_205	1242.615
gene_206	1912.857
gene_207	1234
gene_208	1327.364
gene_209	3507.333
gene_210	528.5
gene_211	2024.294
gene_212	1048.333
gene_213	1919
gene_214	3212.571
gene_215	2090
gene_216	8760.5
gene_217	2461.6
gene_218	3535.95
gene_219	3030.714
gene_220	1171.667
gene_221	5356
gene_222	1568.833
gene_223	850.2778
gene_224	2690
gene_225	2385.5
gene_226	1863
gene_227	463.1429
gene_228	1430.5
gene_229	944
gene_230	5225
gene_231	2322.182
gene_232	1989.588
gene_233	776
gene_234	1353.667
gene_235	1169
gene_236	1467
gene_237	3366
gene_238	3058.333
gene_239	3136
gene_240	1936
gene_241	1077
gene_242	2908.333
gene_243	1442.56
gene_244	302
gene_245	1910.714
gene_246	2374
gene_247	1401.5
gene_248	1070.6
gene_249	1251.5
gene_250	1425.444
gene_251	1045.8
gene_252	1189.308
gene_253	583
gene_254	628
gene_255	1369.625
gene_256	1026.2
gene_257	566
gene_258	4881.5
gene_259	1262
gene_260	7096
gene_261	3023.25
