gen	lnl	s0	s1	tau	alpha_r_library_1	alpha_r_library_2	alpha_r_library_3	alpha_r_library_4	spike_probability	inactive_mean	inactive_variance	active_mean_component1	active_mean_component2	active_variance_component1	active_variance_component2	weight_active	weight_within_active_component_1	weight_within_active_component_2
10060	-10322.9333	-2.0645	-0.3533	0.8675	17.9604	13.2596	17.1443	11.9187	0.1119	-1.9679	1.8061	2.6471	7.1976	1.8061	1.8061	0.7321	0.9926	0.0074
10070	-10399.7434	-2.0577	-0.3533	0.8572	17.9604	13.2596	17.1443	11.9381	0.1227	-1.8994	1.8344	2.6152	7.2207	1.8344	1.8344	0.7322	0.994	0.006
10080	-10332.8919	-2.1038	-0.3533	0.8979	17.9604	13.2596	16.8678	13.6191	0.1293	-1.8614	1.8756	2.6374	7.2141	1.8756	1.8756	0.7333	0.9942	0.0058
10090	-10245.7173	-2.0877	-0.3536	0.8638	17.9393	12.1395	15.2675	13.1055	0.133	-1.7263	1.8122	2.6411	7.1857	1.8122	1.8122	0.714	0.9937	0.0063
10100	-10338.8338	-2.078	-0.3536	0.8593	19.5061	13.1784	16.0284	12.7187	0.1317	-1.8079	1.8222	2.6422	6.8376	1.8222	1.8222	0.7266	0.9939	0.0061
10110	-10548.4012	-2.072	-0.3536	0.8583	19.6255	13.1784	17.3771	11.6476	0.1042	-1.8932	1.7722	2.6544	7.4014	1.7722	1.7722	0.7155	0.9953	0.0047
10120	-10329.1735	-2.0531	-0.3576	0.8418	19.1172	14.6261	17.3771	12.0995	0.109	-1.9442	1.7883	2.6245	7.3601	1.7883	1.7883	0.7124	0.9935	0.0065
10130	-10317.1776	-1.9759	-0.3587	0.8182	19.2237	14.6261	16.7103	12.9532	0.1271	-1.8891	1.8336	2.6325	7.4128	1.8336	1.8336	0.7255	0.9949	0.0051
10140	-10405.5554	-2.0799	-0.3555	0.8696	19.5214	13.8014	16.7103	12.9532	0.1192	-1.8833	1.8578	2.6632	7.4782	1.8578	1.8578	0.72	0.9935	0.0065
10150	-10363.7361	-2.1228	-0.3555	0.8951	19.5214	13.8014	16.345	12.9532	0.1303	-1.9016	1.751	2.6167	7.6522	1.751	1.751	0.7314	0.9938	0.0062
10160	-10448.0008	-2.0931	-0.3555	0.9209	19.4703	12.8147	16.345	11.5537	0.1243	-1.9249	1.8441	2.5995	7.5668	1.8441	1.8441	0.7273	0.9948	0.0052
10170	-10495.7193	-2.0432	-0.3555	0.8615	19.4703	11.9491	15.3061	11.5537	0.1318	-1.8488	1.7586	2.6569	7.5668	1.7586	1.7586	0.7246	0.9956	0.0044
10180	-10429.2737	-2.042	-0.3593	0.8703	17.9616	11.9491	14.9856	11.5537	0.1154	-1.7469	1.775	2.656	7.7219	1.775	1.775	0.7177	0.989	0.011
10190	-10469.3696	-2.0878	-0.3509	0.8757	17.5836	11.9491	14.9856	11.5537	0.1213	-1.7414	1.7729	2.6618	7.3847	1.7729	1.7729	0.7247	0.994	0.006
10200	-10458.3564	-2.0692	-0.3583	0.904	17.5836	11.9491	17.5507	11.5537	0.118	-1.811	1.7251	2.635	7.7395	1.7251	1.7251	0.7295	0.9917	0.0083
10210	-10311.4998	-2.0253	-0.3467	0.8492	18.6827	12.2198	17.5507	11.5537	0.1151	-1.7891	1.7558	2.6734	7.0908	1.7558	1.7558	0.7018	0.9944	0.0056
10220	-10398.4789	-2.0091	-0.3541	0.7976	18.6827	12.7097	17.5507	11.5537	0.1112	-1.7652	1.7163	2.7021	6.9249	1.7163	1.7163	0.7031	0.9939	0.0061
10230	-10466.5773	-2.0132	-0.3541	0.8174	18.6827	12.7097	15.9654	11.5537	0.1124	-1.8924	1.7546	2.6534	6.9667	1.7546	1.7546	0.7241	0.9894	0.0106
10240	-10556.1773	-2.037	-0.3633	0.8412	18.6827	12.7097	15.9654	11.5537	0.1149	-1.8028	1.7498	2.6279	7.0615	1.7498	1.7498	0.7174	0.9908	0.0092
10250	-10497.912	-1.9925	-0.3618	0.8128	18.1385	12.7097	16.1083	11.5537	0.1184	-1.9042	1.8055	2.6497	6.8631	1.8055	1.8055	0.7369	0.9916	0.0084
10260	-10392.4194	-2.0036	-0.3563	0.8115	18.1385	13.6686	16.1083	11.5537	0.1021	-1.8419	1.8116	2.6502	7.0943	1.8116	1.8116	0.7253	0.9929	0.0071
10270	-10342.6985	-2.0254	-0.3563	0.8414	18.1385	13.6686	16.1083	12.5688	0.1082	-1.8694	1.7835	2.6104	7.1046	1.7835	1.7835	0.7233	0.9945	0.0055
10280	-10493.3127	-2.0518	-0.3418	0.8292	18.807	13.6686	16.1083	12.5688	0.1282	-1.9629	1.8574	2.6477	7.8017	1.8574	1.8574	0.7295	0.9952	0.0048
10290	-10450.229	-2.1053	-0.3418	0.8932	18.807	13.8217	16.1083	11.8533	0.1286	-1.9651	1.8416	2.6219	7.092	1.8416	1.8416	0.7294	0.9944	0.0056
10300	-10507.4617	-2.0972	-0.3309	0.8838	19.4254	13.8217	15.8399	11.8533	0.1305	-1.856	1.7066	2.653	7.089	1.7066	1.7066	0.7346	0.9905	0.0095
10310	-10527.7495	-2.0878	-0.324	0.8753	19.4254	13.8217	15.8399	11.8533	0.1215	-1.9026	1.721	2.6188	7.5074	1.721	1.721	0.7136	0.9894	0.0106
10320	-10583.2445	-2.1027	-0.3384	0.8844	18.8639	14.3404	15.8399	11.8533	0.1127	-1.8902	1.8515	2.648	7.8303	1.8515	1.8515	0.7256	0.995	0.005
10330	-10496.5098	-2.0448	-0.3367	0.8705	20.0418	14.3404	15.8981	11.8533	0.1319	-1.8806	1.7903	2.6582	8.0034	1.7903	1.7903	0.7168	0.9927	0.0073
10340	-10423.6509	-2.0738	-0.3399	0.8867	20.0418	14.3404	15.8981	12.9572	0.1075	-1.8449	1.7484	2.659	7.1481	1.7484	1.7484	0.7219	0.99	0.01
10350	-10484.1466	-2.0548	-0.3399	0.8408	20.0418	14.3404	15.8981	12.2489	0.1244	-1.8434	1.6848	2.6392	7.3552	1.6848	1.6848	0.7137	0.99	0.01
10360	-10401.393	-2.0365	-0.3431	0.8677	19.6691	14.3404	15.8981	12.2489	0.1414	-1.8203	1.7955	2.617	7.1038	1.7955	1.7955	0.7324	0.9919	0.0081
10370	-10311.3469	-2.0723	-0.3447	0.8657	18.5298	14.3404	15.8981	13.7139	0.1358	-1.7695	1.8082	2.6613	6.5536	1.8082	1.8082	0.7154	0.9939	0.0061
10380	-10407.2557	-2.0407	-0.3484	0.8672	18.0634	13.4216	16.005	13.7139	0.1162	-1.9039	1.872	2.6367	7.6362	1.872	1.872	0.7271	0.992	0.008
10390	-10440.4075	-2.0364	-0.3484	0.8568	18.842	13.4216	17.1898	13.7139	0.1057	-1.9674	1.747	2.6076	7.2897	1.747	1.747	0.7361	0.9916	0.0084
10400	-10467.307	-2.0443	-0.3563	0.8629	18.842	13.4216	15.885	13.7139	0.1244	-1.8544	1.8456	2.6775	7.2687	1.8456	1.8456	0.724	0.9945	0.0055
10410	-10541.9189	-2.0798	-0.3563	0.88	17.8353	13.4216	15.885	13.4697	0.125	-1.9488	1.7864	2.6448	7.0684	1.7864	1.7864	0.7242	0.9929	0.0071
10420	-10519.3529	-2.0233	-0.3563	0.8484	17.9558	13.4216	15.5567	13.4697	0.107	-1.891	1.8262	2.6505	7.0684	1.8262	1.8262	0.7227	0.9926	0.0074
10430	-10528.8833	-2.0406	-0.3563	0.8994	17.8013	13.4216	14.9289	12.7431	0.1111	-1.9272	1.7258	2.6585	7.4249	1.7258	1.7258	0.7237	0.9955	0.0045
10440	-10527.6259	-2.0512	-0.3563	0.913	18.6064	13.4216	15.6046	13.324	0.1347	-1.7845	1.8119	2.6586	7.4249	1.8119	1.8119	0.7115	0.994	0.006
10450	-10457.0036	-1.9937	-0.371	0.8431	17.8196	13.4216	16.0288	13.324	0.1184	-1.7698	1.8261	2.6632	7.0433	1.8261	1.8261	0.7188	0.9916	0.0084
10460	-10448.7655	-1.9736	-0.371	0.8388	17.0322	13.4216	16.3889	11.7088	0.1224	-1.822	1.7901	2.6758	7.1483	1.7901	1.7901	0.7224	0.9937	0.0063
10470	-10476.2096	-2.0183	-0.371	0.8823	17.6798	13.9226	16.3889	11.7088	0.1248	-1.8209	1.821	2.633	7.4107	1.821	1.821	0.7431	0.9917	0.0083
10480	-10393.4811	-2.0139	-0.371	0.8488	17.1099	14.0298	15.6998	11.7088	0.1273	-1.8189	1.7365	2.6675	7.3267	1.7365	1.7365	0.7234	0.9921	0.0079
10490	-10505.8184	-2.0385	-0.3604	0.8479	17.1099	14.0298	14.2007	11.7088	0.1186	-1.9141	1.769	2.6115	7.3936	1.769	1.769	0.7301	0.9945	0.0055
10500	-10496.6618	-2.0566	-0.3604	0.8737	17.6215	12.2241	14.8268	12.9731	0.1227	-1.9586	1.8593	2.6016	7.1448	1.8593	1.8593	0.7202	0.9922	0.0078
10510	-10445.5937	-2.0204	-0.3545	0.8385	18.1125	12.4808	14.8844	12.9731	0.1061	-1.945	1.8425	2.6023	6.4495	1.8425	1.8425	0.7286	0.9947	0.0053
10520	-10408.2836	-2.0292	-0.3553	0.8589	18.1125	13.0072	15.4534	12.9731	0.1151	-1.8647	1.7607	2.6746	7.075	1.7607	1.7607	0.7164	0.9874	0.0126
10530	-10385.5409	-2.0278	-0.3662	0.8451	18.1125	13.0072	16.3108	12.9731	0.1248	-1.9936	1.7964	2.6031	6.6374	1.7964	1.7964	0.7294	0.9901	0.0099
10540	-10381.9071	-2.0606	-0.3573	0.8788	18.1125	13.0072	15.6117	12.9731	0.1224	-1.863	1.7299	2.6458	7.2052	1.7299	1.7299	0.72	0.9918	0.0082
10550	-10325.6473	-2.0581	-0.3518	0.8588	18.1125	14.0213	15.8819	12.4795	0.116	-1.8465	1.7557	2.6425	7.0731	1.7557	1.7557	0.7321	0.9915	0.0085
10560	-10338.7859	-2.0752	-0.3452	0.8881	18.1125	14.0213	15.8819	11.1794	0.1025	-1.8354	1.7579	2.6748	7.0185	1.7579	1.7579	0.7181	0.9899	0.0101
10570	-10481.041	-2.0707	-0.3452	0.8849	17.8712	12.3294	15.8819	12.8748	0.1039	-1.8449	1.7268	2.6748	6.9244	1.7268	1.7268	0.721	0.9921	0.0079
10580	-10486.9537	-2.0777	-0.3503	0.9007	17.8712	12.3294	14.4142	11.9158	0.1039	-1.7989	1.7028	2.6734	6.6206	1.7028	1.7028	0.7112	0.9859	0.0141
10590	-10502.6114	-1.9884	-0.3503	0.8146	17.8712	12.3294	14.032	11.983	0.1161	-1.8429	1.7303	2.6734	6.7574	1.7303	1.7303	0.7234	0.9925	0.0075
10600	-10545.0945	-2.0699	-0.3503	0.8882	17.2138	12.3294	14.032	11.983	0.1098	-1.8955	1.7556	2.624	6.9769	1.7556	1.7556	0.7214	0.9919	0.0081
10610	-10547.4013	-2.0408	-0.3438	0.878	18.5577	12.3294	14.9745	11.983	0.103	-1.9405	1.7712	2.6247	7.221	1.7712	1.7712	0.7273	0.9907	0.0093
10620	-10493.3311	-2.0344	-0.3487	0.8612	18.5577	12.3294	15.8393	12.5969	0.1074	-1.893	1.6817	2.6237	6.7274	1.6817	1.6817	0.7274	0.9897	0.0103
10630	-10523.5828	-2.0146	-0.3587	0.8841	18.5577	12.3294	15.8393	12.5969	0.1059	-1.8028	1.7434	2.628	6.5359	1.7434	1.7434	0.7213	0.9932	0.0068
10640	-10387.4705	-2.0816	-0.3535	0.9095	19.3114	11.8309	15.8393	12.5969	0.1087	-1.8678	1.7226	2.636	7.0928	1.7226	1.7226	0.7256	0.9924	0.0076
10650	-10513.6604	-2.0156	-0.3583	0.8475	19.3114	11.8309	15.8393	12.5969	0.099	-1.9584	1.6932	2.6193	6.8022	1.6932	1.6932	0.725	0.993	0.007
10660	-10510.7287	-2.095	-0.3462	0.8994	19.3114	12.3349	15.3847	12.5493	0.1005	-1.9028	1.8034	2.6337	7.2519	1.8034	1.8034	0.7239	0.993	0.007
10670	-10492.7395	-2.0514	-0.3445	0.8774	17.7945	12.3349	15.3847	12.4589	0.1175	-1.938	1.8695	2.618	7.6384	1.8695	1.8695	0.7315	0.9924	0.0076
10680	-10607.2363	-2.055	-0.3443	0.8718	17.7945	12.3349	17.732	12.277	0.0894	-2.0238	1.8366	2.6802	7.7151	1.8366	1.8366	0.7366	0.9939	0.0061
10690	-10607.8844	-2.0362	-0.3508	0.8616	17.5054	12.3349	17.732	12.277	0.1109	-2.0053	1.8444	2.6069	7.4555	1.8444	1.8444	0.7361	0.9939	0.0061
10700	-10373.9816	-2.0702	-0.3534	0.8613	17.5054	13.577	17.8912	12.277	0.1189	-1.9721	1.8931	2.5942	7.4724	1.8931	1.8931	0.7276	0.9929	0.0071
10710	-10531.5716	-2.0022	-0.3537	0.8379	17.3417	13.2919	16.7794	11.7797	0.1237	-1.9015	1.751	2.686	8.078	1.751	1.751	0.7231	0.9948	0.0052
10720	-10496.554	-2.0165	-0.3537	0.8246	16.8295	10.8854	16.5414	11.7797	0.1007	-1.876	1.7668	2.6304	7.3988	1.7668	1.7668	0.7253	0.9937	0.0063
10730	-10389.2836	-1.966	-0.3581	0.8024	16.8295	14.6279	15.7846	12.5682	0.1105	-1.8628	1.7865	2.6392	7.2214	1.7865	1.7865	0.7217	0.9898	0.0102
10740	-10558.6733	-1.991	-0.358	0.834	18.567	14.6279	15.7846	12.8203	0.1397	-1.8453	1.7482	2.6046	7.2025	1.7482	1.7482	0.7389	0.9937	0.0063
10750	-10734.9777	-1.9889	-0.355	0.8408	18.567	14.6279	15.7846	13.2228	0.1365	-1.7328	1.7586	2.6379	6.8392	1.7586	1.7586	0.7297	0.9861	0.0139
10760	-10663.3287	-1.9785	-0.355	0.8296	19.348	14.6279	15.7846	13.2228	0.1221	-1.837	1.7006	2.6039	6.2768	1.7006	1.7006	0.7309	0.9897	0.0103
10770	-10592.7127	-1.9918	-0.355	0.8373	19.348	14.6279	16.521	13.2228	0.1206	-1.9476	1.8098	2.5987	6.9287	1.8098	1.8098	0.7197	0.9907	0.0093
10780	-10523.2789	-2.032	-0.355	0.8682	19.619	12.2167	16.521	13.4789	0.1013	-1.9605	1.7276	2.6293	6.3565	1.7276	1.7276	0.7361	0.9885	0.0115
10790	-10453.9996	-2.0714	-0.3437	0.8795	17.9868	12.2167	17.0985	13.7006	0.1158	-1.934	1.9191	2.6272	6.5283	1.9191	1.9191	0.7403	0.9863	0.0137
10800	-10476.6399	-2.0557	-0.3506	0.8558	17.9868	12.2167	17.2255	13.7006	0.1264	-1.9196	1.7601	2.5747	7.216	1.7601	1.7601	0.72	0.9895	0.0105
10810	-10528.1276	-2.0338	-0.3506	0.8566	16.897	13.1792	16.5837	12.1768	0.1194	-1.9193	1.7415	2.6032	6.6199	1.7415	1.7415	0.7313	0.9893	0.0107
10820	-10418.8624	-2.0662	-0.3535	0.8598	18.8706	12.1371	17.921	12.1768	0.147	-1.9132	1.675	2.6694	6.7016	1.675	1.675	0.7265	0.9883	0.0117
10830	-10384.0357	-2.0321	-0.3537	0.8607	18.8706	12.871	16.6947	12.8642	0.1171	-1.9105	1.8148	2.5876	6.7203	1.8148	1.8148	0.7212	0.9926	0.0074
10840	-10330.5078	-2.0404	-0.3555	0.8778	18.8706	12.871	16.6947	12.8642	0.1194	-1.9105	1.7074	2.6208	7.7372	1.7074	1.7074	0.7304	0.9941	0.0059
10850	-10495.937	-1.9907	-0.3555	0.8138	18.8706	12.871	16.5267	12.8642	0.1214	-1.8962	1.7104	2.5871	6.7004	1.7104	1.7104	0.7273	0.9874	0.0126
10860	-10487.6474	-2.0137	-0.3555	0.8367	16.3312	12.871	16.5267	12.8642	0.1305	-1.8613	1.7375	2.6337	7	1.7375	1.7375	0.7229	0.9898	0.0102
10870	-10456.9779	-1.9744	-0.3555	0.7973	16.3312	12.0541	16.5267	12.3963	0.136	-1.8388	1.7014	2.6756	6.9109	1.7014	1.7014	0.7077	0.9898	0.0102
10880	-10398.7425	-2.0065	-0.3599	0.8103	16.4197	12.6067	16.5267	12.3963	0.1205	-1.8152	1.7347	2.6764	7.1314	1.7347	1.7347	0.7197	0.9882	0.0118
10890	-10440.9286	-2.0016	-0.3732	0.8318	16.4197	13.1234	16.5267	12.3963	0.0842	-1.8002	1.7492	2.6823	7.1098	1.7492	1.7492	0.7127	0.9944	0.0056
10900	-10347.707	-1.9906	-0.3615	0.8364	18.2791	13.1234	16.5267	12.3963	0.1038	-1.8806	1.7078	2.6618	7.5319	1.7078	1.7078	0.7196	0.9914	0.0086
10910	-10437.7704	-1.9512	-0.3615	0.8045	18.2791	14.0543	16.5267	11.7857	0.1037	-1.9043	1.7261	2.6599	6.5046	1.7261	1.7261	0.7134	0.9892	0.0108
10920	-10413.1733	-1.979	-0.3641	0.7912	16.8505	13.3002	16.5267	11.7857	0.1134	-1.9686	1.7858	2.6239	7.035	1.7858	1.7858	0.7295	0.9897	0.0103
10930	-10410.7115	-1.9832	-0.3704	0.8128	16.8505	13.3002	16.5267	11.7857	0.121	-1.8653	1.8496	2.6566	7.1182	1.8496	1.8496	0.7259	0.9924	0.0076
10940	-10603.5741	-1.9196	-0.3704	0.8023	16.8505	13.3002	17.305	12.3018	0.108	-1.9274	1.8586	2.6533	8.0432	1.8586	1.8586	0.7414	0.996	0.004
10950	-10636.0605	-1.9965	-0.3791	0.8653	17.6661	13.3002	17.305	12.2884	0.0977	-1.988	1.7881	2.6515	6.8691	1.7881	1.7881	0.726	0.9937	0.0063
10960	-10597.3803	-2.0082	-0.3619	0.8546	17.4463	13.3002	16.8458	12.2884	0.1072	-1.9553	1.7907	2.6223	6.6999	1.7907	1.7907	0.7318	0.9884	0.0116
10970	-10463.9551	-1.9974	-0.3682	0.8551	17.4463	13.3002	15.3398	12.2884	0.0998	-2.0091	1.855	2.6209	6.9838	1.855	1.855	0.7265	0.9936	0.0064
10980	-10510.0969	-2.0348	-0.3682	0.8777	17.4463	13.3002	16.8056	12.2884	0.1088	-1.9173	1.8509	2.6818	7.1545	1.8509	1.8509	0.7282	0.9938	0.0062
10990	-10562.5086	-2.0342	-0.3682	0.9003	17.4463	13.3953	15.6854	12.3374	0.1037	-1.9383	1.7332	2.68	7.0255	1.7332	1.7332	0.7288	0.9936	0.0064
11000	-10503.2784	-2.0407	-0.3696	0.851	17.4463	13.3953	15.6854	12.3374	0.1072	-1.9707	1.7294	2.6224	7.632	1.7294	1.7294	0.7222	0.9939	0.0061
11010	-10395.4806	-2.1229	-0.356	0.9052	17.4463	13.3953	17.2254	12.3374	0.1055	-1.922	1.6754	2.6355	6.9687	1.6754	1.6754	0.7334	0.9914	0.0086
11020	-10457.803	-2.0468	-0.356	0.8752	17.4463	12.5918	17.2254	12.3374	0.1096	-1.922	1.7311	2.6468	6.8522	1.7311	1.7311	0.7332	0.9861	0.0139
11030	-10355.7832	-2.0602	-0.3567	0.8499	20.3944	12.5918	17.2254	12.3374	0.1101	-1.9261	1.7026	2.6484	6.7738	1.7026	1.7026	0.7181	0.9866	0.0134
11040	-10340.5765	-2.0445	-0.3567	0.8592	20.3944	13.3563	17.2254	12.898	0.1105	-1.9413	1.6996	2.6555	6.7738	1.6996	1.6996	0.7195	0.9895	0.0105
11050	-10348.5806	-2.0893	-0.3567	0.8547	20.3944	12.4556	17.2254	13.0081	0.1163	-1.8631	1.7452	2.6718	6.6483	1.7452	1.7452	0.7168	0.9908	0.0092
11060	-10345.6582	-2.0513	-0.3519	0.8527	20.3944	14.0047	17.2254	13.0081	0.1233	-1.9658	1.729	2.6373	6.0245	1.729	1.729	0.7311	0.9872	0.0128
11070	-10505.4122	-2.0456	-0.3557	0.8541	20.3944	11.959	17.2254	13.0081	0.1224	-1.9384	1.7113	2.6056	5.9445	1.7113	1.7113	0.7292	0.9814	0.0186
11080	-10469.613	-2.0823	-0.3521	0.9006	20.3944	13.4963	17.2254	13.0081	0.1214	-1.8538	1.6857	2.6395	6.201	1.6857	1.6857	0.7355	0.9876	0.0124
11090	-10448.2536	-2.0892	-0.3574	0.8775	19.0929	13.4963	16.0983	14.7384	0.1186	-1.7775	1.7586	2.6532	6.8603	1.7586	1.7586	0.7198	0.9918	0.0082
11100	-10588.3865	-2.0517	-0.3549	0.8479	19.0929	13.4963	17.8302	14.7384	0.1239	-1.8218	1.7738	2.6368	6.8679	1.7738	1.7738	0.7339	0.9931	0.0069
11110	-10502.1457	-2.0318	-0.3485	0.832	19.0929	13.4963	17.8302	14.7384	0.1039	-1.9457	1.732	2.6331	6.8105	1.732	1.732	0.7206	0.9919	0.0081
11120	-10590.4372	-2.015	-0.353	0.8405	19.0929	13.4963	15.7099	12.6475	0.1394	-1.8656	1.7821	2.6074	6.2415	1.7821	1.7821	0.7353	0.9863	0.0137
11130	-10563.9095	-2.0431	-0.353	0.878	18.8825	13.4963	15.7099	12.3077	0.1452	-1.9335	1.9125	2.6461	6.8873	1.9125	1.9125	0.7279	0.9908	0.0092
11140	-10520.1985	-2.0204	-0.3563	0.8628	17.6386	13.4963	15.7099	12.3113	0.1281	-1.906	1.7599	2.5784	6.8711	1.7599	1.7599	0.7305	0.9913	0.0087
11150	-10578.7464	-2.0523	-0.3518	0.8727	18.481	13.6645	15.7099	14.3779	0.1191	-1.8813	1.8087	2.6902	7.433	1.8087	1.8087	0.7251	0.994	0.006
11160	-10516.0456	-2.0533	-0.3541	0.8948	18.481	13.3231	15.7099	12.6896	0.1047	-1.9565	1.7781	2.6389	7.2157	1.7781	1.7781	0.7283	0.9928	0.0072
11170	-10472.8208	-2.0452	-0.3541	0.8634	17.6352	13.3231	16.8986	12.6896	0.1092	-1.9333	1.8507	2.673	7.8156	1.8507	1.8507	0.7271	0.9951	0.0049
11180	-10522.1867	-2.0375	-0.3515	0.8508	17.6352	13.3231	15.7523	12.6896	0.1025	-2.0355	1.8682	2.5958	7.135	1.8682	1.8682	0.7342	0.9925	0.0075
11190	-10549.3206	-2.0259	-0.3515	0.8342	17.8144	13.0049	15.8416	12.6896	0.0848	-1.9793	1.8405	2.5958	6.8575	1.8405	1.8405	0.7343	0.9915	0.0085
11200	-10525.4495	-2.0388	-0.3515	0.8436	17.8144	13.0049	15.9303	13.3406	0.1081	-1.9798	1.8972	2.6432	7.3891	1.8972	1.8972	0.7352	0.9948	0.0052
11210	-10533.5133	-2.0065	-0.3515	0.837	18.5172	12.2508	16.337	11.6496	0.1133	-1.9492	1.8017	2.631	7.1135	1.8017	1.8017	0.7144	0.9931	0.0069
11220	-10374.7036	-2.0082	-0.3605	0.8441	18.5172	12.2508	16.337	11.6496	0.116	-1.9492	1.7922	2.6477	7.4977	1.7922	1.7922	0.7291	0.9946	0.0054
11230	-10644.4588	-2.0027	-0.3533	0.7994	18.5172	12.2508	16.2862	11.6496	0.0701	-2.026	1.8382	2.5978	6.9183	1.8382	1.8382	0.7307	0.9876	0.0124
11240	-10550.8132	-2.0395	-0.3533	0.825	18.5172	12.2508	16.2862	11.0947	0.0836	-1.9757	1.7983	2.6239	7.1933	1.7983	1.7983	0.7312	0.9921	0.0079
11250	-10362.2097	-2.0077	-0.3533	0.8229	17.2783	14.6946	16.2862	11.0947	0.1137	-1.9491	1.9272	2.5807	7.5796	1.9272	1.9272	0.7318	0.9961	0.0039
11260	-10414.3515	-2.0234	-0.3533	0.8194	17.3064	14.6946	16.2862	11.6141	0.1083	-1.8358	1.8213	2.6494	7.9523	1.8213	1.8213	0.7257	0.9948	0.0052
11270	-10427.2602	-2.0301	-0.349	0.8131	18.8273	14.6946	16.0292	12.1132	0.1178	-1.8241	1.7339	2.6988	7.9327	1.7339	1.7339	0.7174	0.9929	0.0071
11280	-10414.5571	-2.0626	-0.349	0.8667	19.3737	12.7604	16.0292	11.2849	0.0977	-1.8602	1.9049	2.6551	6.997	1.9049	1.9049	0.7191	0.9953	0.0047
11290	-10486.9074	-2.0405	-0.349	0.8458	19.3737	13.8517	16.0292	11.5382	0.1097	-1.9058	1.7169	2.6234	7.6314	1.7169	1.7169	0.7284	0.9929	0.0071
11300	-10549.0644	-2.0356	-0.3508	0.8262	19.3737	13.2924	16.0292	11.9834	0.1003	-1.8929	1.7991	2.6203	6.8829	1.7991	1.7991	0.722	0.9908	0.0092
11310	-10443.604	-2.0776	-0.3465	0.8601	19.3737	13.4236	16.0292	11.9834	0.1065	-1.9414	1.7968	2.6089	7.3615	1.7968	1.7968	0.7196	0.9918	0.0082
11320	-10561.7263	-2.1175	-0.3465	0.917	17.3844	13.1919	16.0292	13.0898	0.1108	-1.8997	1.7159	2.678	6.6584	1.7159	1.7159	0.728	0.992	0.008
11330	-10382.8815	-2.0943	-0.3422	0.9074	17.3844	13.1919	16.0292	12.4272	0.0957	-1.8254	1.6834	2.6575	6.9661	1.6834	1.6834	0.7179	0.9921	0.0079
11340	-10349.8186	-2.0312	-0.3398	0.8166	16.4824	14.2583	16.0292	12.1653	0.1202	-1.7593	1.7405	2.6546	7.5666	1.7405	1.7405	0.7237	0.9932	0.0068
11350	-10427.5328	-2.0833	-0.3352	0.8482	16.4824	14.2583	15.2793	12.1653	0.124	-1.7777	1.7278	2.6458	6.8772	1.7278	1.7278	0.7167	0.9954	0.0046
11360	-10498.087	-2.0761	-0.3378	0.8414	16.3182	14.2583	15.2793	12.1653	0.1108	-1.8214	1.6625	2.6127	7.3789	1.6625	1.6625	0.7254	0.9907	0.0093
11370	-10440.8527	-2.0249	-0.3609	0.824	16.6102	14.3492	15.2793	12.1653	0.1088	-1.8779	1.6625	2.6527	7.4308	1.6625	1.6625	0.7187	0.9936	0.0064
11380	-10350.3994	-2.0165	-0.3648	0.8384	18.0609	13.1689	15.519	12.1653	0.1195	-1.8861	1.747	2.6527	7.1993	1.747	1.747	0.7241	0.99	0.01
11390	-10581.465	-2.015	-0.365	0.8406	18.0609	13.7224	15.8718	12.1653	0.1115	-1.8861	1.737	2.6588	7.1147	1.737	1.737	0.7318	0.9897	0.0103
11400	-10544.7273	-2.0389	-0.3547	0.876	18.0609	13.7224	14.8743	12.1653	0.1041	-1.8501	1.7853	2.6296	7.2811	1.7853	1.7853	0.7247	0.9918	0.0082
11410	-10583.9129	-2.0174	-0.3609	0.8425	18.0609	13.621	14.5732	12.8287	0.0988	-1.8715	1.7868	2.6382	7.2429	1.7868	1.7868	0.7259	0.9944	0.0056
11420	-10448.1422	-2.0357	-0.3608	0.8644	18.4832	13.621	14.5732	12.8287	0.1118	-1.862	1.761	2.6726	7.4319	1.761	1.761	0.7204	0.9928	0.0072
11430	-10546.1768	-2.027	-0.3608	0.8668	18.4832	13.621	14.5732	12.8287	0.1209	-1.9393	1.7701	2.6498	7.3321	1.7701	1.7701	0.7384	0.9919	0.0081
11440	-10358.9967	-2.0459	-0.3602	0.8646	19.2851	13.621	16.0056	12.5745	0.114	-1.9468	1.8342	2.6205	7.4604	1.8342	1.8342	0.7282	0.9945	0.0055
11450	-10404.9952	-2.0153	-0.362	0.8373	19.1868	13.2771	15.9707	12.5745	0.1182	-1.9275	1.8952	2.6152	7.6896	1.8952	1.8952	0.7426	0.9953	0.0047
11460	-10495.3184	-2.0035	-0.362	0.8603	20.8094	13.2771	17.4424	12.5745	0.1261	-1.9331	1.8162	2.5957	7.086	1.8162	1.8162	0.7246	0.9885	0.0115
11470	-10600.6375	-1.9606	-0.3655	0.8223	20.8094	13.2771	17.4424	12.5745	0.1206	-1.8877	1.7494	2.585	7.1516	1.7494	1.7494	0.7321	0.9939	0.0061
11480	-10623.7088	-1.9374	-0.3655	0.8134	20.8094	13.2771	17.4424	12.0361	0.1244	-1.9272	1.8761	2.6574	6.7692	1.8761	1.8761	0.729	0.9906	0.0094
11490	-10595.8172	-1.9614	-0.3655	0.8365	20.8094	13.2771	15.8913	12.0361	0.1358	-1.9467	1.7652	2.6362	7.8325	1.7652	1.7652	0.7215	0.9949	0.0051
