gen	lnl	s0	s1	tau	alpha_r_library_1	alpha_r_library_2	alpha_r_library_3	alpha_r_library_4	spike_probability	inactive_mean	inactive_variance	active_mean_component1	active_mean_component2	active_variance_component1	active_variance_component2	weight_active	weight_within_active_component_1	weight_within_active_component_2
20910	-10556.3794	-2.0483	-0.3435	0.8728	18.4315	13.7197	16.1551	12.6039	0.1066	-1.9086	1.8045	2.6915	7.1	1.8045	1.8045	0.7258	0.9932	0.0068
20920	-10563.115	-2.0244	-0.3435	0.8335	19.2069	13.7197	15.6639	12.6039	0.1117	-1.9147	1.8297	2.6211	7.5282	1.8297	1.8297	0.723	0.9918	0.0082
20930	-10432.1587	-2.0457	-0.3464	0.8662	19.2069	12.7028	16.1312	12.6039	0.1291	-1.932	1.7493	2.7151	6.8829	1.7493	1.7493	0.7189	0.9943	0.0057
20940	-10464.4721	-2.0578	-0.3541	0.8928	18.8641	12.7028	16.1312	12.6039	0.1196	-1.7839	1.8347	2.592	6.8829	1.8347	1.8347	0.7243	0.9902	0.0098
20950	-10550.9267	-2.0774	-0.3541	0.8959	16.2935	12.7028	16.1312	12.6288	0.1118	-1.7784	1.7644	2.6872	6.8031	1.7644	1.7644	0.7216	0.9929	0.0071
20960	-10426.0867	-2.1429	-0.3476	0.9173	16.2935	12.7028	16.1312	11.7182	0.1186	-1.746	1.7931	2.7501	8.0192	1.7931	1.7931	0.7183	0.9924	0.0076
20970	-10451.3879	-2.1375	-0.3518	0.9185	16.2935	12.7008	15.954	11.7182	0.1239	-1.8071	1.7145	2.6977	7.8314	1.7145	1.7145	0.704	0.9942	0.0058
20980	-10545.9024	-2.1056	-0.3518	0.9033	16.7665	13.5624	15.954	11.7182	0.1093	-1.7126	1.6686	2.6972	7.2219	1.6686	1.6686	0.7214	0.9937	0.0063
20990	-10356.9796	-2.0778	-0.3505	0.911	16.7665	13.5624	15.954	11.7182	0.1258	-1.8397	1.7984	2.6796	7.3094	1.7984	1.7984	0.7215	0.9916	0.0084
21000	-10475.512	-2.1027	-0.3505	0.9239	17.8676	11.1848	14.1289	11.7182	0.1146	-1.7984	1.7657	2.639	7.1303	1.7657	1.7657	0.7309	0.9909	0.0091
21010	-10441.6218	-2.0554	-0.3505	0.8585	17.8676	13.0288	14.1289	11.7182	0.1158	-1.9247	1.8086	2.5951	6.6813	1.8086	1.8086	0.7365	0.9915	0.0085
21020	-10489.3539	-1.9993	-0.3578	0.8377	17.8676	13.0288	16.1722	12.1657	0.117	-1.8466	1.7745	2.6526	7.5281	1.7745	1.7745	0.7195	0.9956	0.0044
21030	-10346.5637	-2.0139	-0.3724	0.8597	17.8676	13.0288	16.1722	13.0019	0.1177	-1.7802	1.8772	2.6485	7.683	1.8772	1.8772	0.7228	0.9941	0.0059
21040	-10326.0968	-2.0211	-0.3701	0.8725	17.8676	13.0288	14.1255	12.1817	0.1255	-1.8129	1.7701	2.6514	8.0195	1.7701	1.7701	0.7249	0.9935	0.0065
21050	-10291.419	-2.0657	-0.3676	0.8917	18.322	13.0288	15.8367	12.1817	0.1139	-1.8945	1.8496	2.6479	7.3686	1.8496	1.8496	0.7293	0.9933	0.0067
21060	-10414.9131	-2.0323	-0.3676	0.8431	16.2345	13.0288	15.1005	12.1817	0.1222	-1.9376	1.7624	2.6464	7.1526	1.7624	1.7624	0.7288	0.9912	0.0088
21070	-10458.1986	-2.0355	-0.3676	0.8744	16.2345	13.0288	15.4809	11.709	0.094	-1.8716	1.7386	2.6726	7.0232	1.7386	1.7386	0.7187	0.9924	0.0076
21080	-10404.9348	-2.0812	-0.3536	0.8933	17.6306	13.0288	15.4809	11.709	0.1335	-1.823	1.7029	2.6513	7.0232	1.7029	1.7029	0.7338	0.9944	0.0056
21090	-10542.4159	-2.071	-0.3536	0.8778	19.8996	13.0288	15.4809	12.7312	0.1192	-1.8384	1.7032	2.6386	6.9398	1.7032	1.7032	0.728	0.9911	0.0089
21100	-10315.0552	-2.0916	-0.3582	0.8998	18.2746	12.8855	16.7921	12.7312	0.1191	-1.9242	1.7081	2.6145	6.9204	1.7081	1.7081	0.7304	0.9916	0.0084
21110	-10315.8171	-1.9677	-0.3582	0.8039	18.2746	12.8855	16.7921	12.231	0.1176	-1.8465	1.7339	2.6191	7.2266	1.7339	1.7339	0.714	0.9902	0.0098
21120	-10470.9768	-1.9381	-0.3582	0.7983	18.2746	12.8855	15.8541	12.231	0.1148	-1.8937	1.7225	2.6665	7.4361	1.7225	1.7225	0.709	0.995	0.005
21130	-10606.2105	-1.9765	-0.3454	0.7987	18.2746	12.8855	15.8541	12.231	0.1193	-1.9766	1.8931	2.6861	8.1449	1.8931	1.8931	0.7253	0.9962	0.0038
21140	-10510.5768	-2.0326	-0.3488	0.8448	18.8229	12.8855	18.099	12.9067	0.116	-1.9582	1.8123	2.621	7.0824	1.8123	1.8123	0.7189	0.9926	0.0074
21150	-10386.7793	-1.9977	-0.349	0.8239	18.8229	12.8439	16.8412	12.9067	0.1233	-2.0183	1.8198	2.617	7.3949	1.8198	1.8198	0.718	0.9951	0.0049
21160	-10433.256	-2.0276	-0.3524	0.8542	18.8229	12.8439	16.8412	13.5115	0.1139	-2.0096	1.8495	2.6379	7.0117	1.8495	1.8495	0.7354	0.9917	0.0083
21170	-10437.7933	-1.9508	-0.3619	0.8003	18.8229	12.8439	16.3193	13.5115	0.1099	-1.9573	1.7678	2.6458	7.8822	1.7678	1.7678	0.7283	0.9925	0.0075
21180	-10463.9203	-1.9957	-0.346	0.8338	18.8229	12.8439	16.6583	13.5115	0.1261	-1.837	1.8469	2.6386	7.5833	1.8469	1.8469	0.7318	0.9955	0.0045
21190	-10411.419	-2.0069	-0.3486	0.8359	18.8768	12.8439	16.182	12.4866	0.1187	-1.9513	1.8147	2.6293	7.1077	1.8147	1.8147	0.7263	0.9932	0.0068
21200	-10464.2511	-2.0069	-0.3608	0.83	18.8768	12.8439	16.182	12.4454	0.1329	-1.9459	1.8129	2.5705	6.839	1.8129	1.8129	0.7387	0.9904	0.0096
21210	-10456.9909	-2.0186	-0.3608	0.8518	18.8768	12.8439	16.182	12.4454	0.1317	-1.9436	1.7384	2.6055	6.8183	1.7384	1.7384	0.7367	0.9922	0.0078
21220	-10437.2718	-2.0782	-0.357	0.8834	18.4005	12.8439	16.182	12.4454	0.1013	-1.9791	1.8478	2.5858	6.9614	1.8478	1.8478	0.7432	0.9888	0.0112
21230	-10417.0769	-2.0336	-0.357	0.8411	18.4005	12.8439	16.182	12.4454	0.1151	-1.8456	1.8194	2.6279	7.6382	1.8194	1.8194	0.7371	0.9954	0.0046
21240	-10467.195	-2.0188	-0.357	0.8182	19.0965	12.8439	17.12	12.2065	0.1211	-1.807	1.8309	2.6504	7.8727	1.8309	1.8309	0.7215	0.9968	0.0032
21250	-10549.8446	-2.0186	-0.357	0.8534	19.4745	12.8439	16.6415	12.3038	0.1133	-1.894	1.813	2.5887	7.6839	1.813	1.813	0.736	0.9935	0.0065
21260	-10490.3276	-2.046	-0.3504	0.8774	17.9804	12.8439	16.6415	12.4476	0.1265	-1.8596	1.7532	2.6863	8.0147	1.7532	1.7532	0.7303	0.9966	0.0034
21270	-10551.5243	-2.0438	-0.3403	0.8905	20.2428	13.5561	16.6415	12.4476	0.1209	-1.9076	1.7701	2.6227	7.4507	1.7701	1.7701	0.7242	0.9919	0.0081
21280	-10510.3581	-2.0538	-0.3403	0.8722	20.2428	14.0608	16.6415	13.9207	0.1226	-1.8933	1.7717	2.6418	6.9594	1.7717	1.7717	0.7395	0.9908	0.0092
21290	-10576.0216	-2.074	-0.3403	0.8694	20.2428	14.0608	16.6415	13.9207	0.1278	-1.9333	1.7944	2.6638	6.9688	1.7944	1.7944	0.7329	0.9875	0.0125
21300	-10490.582	-2.029	-0.3497	0.8452	20.2428	14.0608	16.6415	12.3005	0.12	-1.9012	1.7073	2.6846	7.2457	1.7073	1.7073	0.7368	0.9942	0.0058
21310	-10432.3234	-2.0552	-0.3497	0.8759	18.2776	14.0608	16.6415	12.3005	0.1308	-1.9689	1.8258	2.6512	7.651	1.8258	1.8258	0.7243	0.9928	0.0072
21320	-10420.6741	-2.0735	-0.3497	0.8643	18.2776	14.0608	16.6415	12.3005	0.1223	-2.0553	1.7643	2.5859	7.4518	1.7643	1.7643	0.747	0.9885	0.0115
21330	-10490.6292	-2.0879	-0.3497	0.8868	20.5216	12.4901	16.6415	11.279	0.1091	-2.0524	1.853	2.6048	7.252	1.853	1.853	0.7276	0.9917	0.0083
21340	-10403.6504	-2.0627	-0.3495	0.8526	20.5216	12.4901	16.6415	11.279	0.1136	-1.8992	1.8186	2.6564	7.4176	1.8186	1.8186	0.718	0.9933	0.0067
21350	-10414.6024	-2.0071	-0.3613	0.8344	20.1451	14.3929	16.7437	11.279	0.112	-1.9072	1.7492	2.6365	6.9387	1.7492	1.7492	0.737	0.9928	0.0072
21360	-10385.5021	-2.0111	-0.3613	0.8377	19.2143	14.0447	16.542	13.0555	0.1279	-1.9467	1.8002	2.5947	6.8985	1.8002	1.8002	0.7312	0.9916	0.0084
21370	-10382.7541	-2.0613	-0.3625	0.8721	19.2143	14.0447	16.542	14.2679	0.1264	-1.8822	1.8129	2.5947	6.8062	1.8129	1.8129	0.73	0.994	0.006
21380	-10252.6466	-2.0532	-0.3647	0.8547	19.2143	14.5834	17.2143	14.2679	0.1359	-1.9189	1.7728	2.6674	7.0557	1.7728	1.7728	0.7289	0.9912	0.0088
21390	-10208.6738	-2.0209	-0.3587	0.8568	19.2143	14.0304	17.2143	13.7023	0.1127	-1.8469	1.8149	2.6258	6.6809	1.8149	1.8149	0.7191	0.9903	0.0097
21400	-10291.7337	-2.0481	-0.3457	0.861	19.2143	13.5476	17.2143	13.7023	0.1245	-1.8778	1.6971	2.6342	6.295	1.6971	1.6971	0.7228	0.9864	0.0136
21410	-10356.9187	-2.0274	-0.3573	0.8487	21.1712	13.5476	17.2143	13.7023	0.1359	-1.8472	1.6755	2.6332	6.3343	1.6755	1.6755	0.7192	0.9902	0.0098
21420	-10488.2572	-1.9989	-0.3637	0.8187	19.8808	13.5476	16.9569	13.15	0.1296	-1.8068	1.6643	2.7036	6.5486	1.6643	1.6643	0.7096	0.991	0.009
21430	-10521.0914	-2.0009	-0.3617	0.8174	18.9471	13.5476	16.9569	13.15	0.1196	-1.7637	1.7224	2.6445	7.187	1.7224	1.7224	0.7137	0.9918	0.0082
21440	-10553.5943	-2.0102	-0.3617	0.8569	18.9471	13.2912	17.2267	13.15	0.1337	-1.7456	1.7021	2.6671	6.7724	1.7021	1.7021	0.7183	0.9908	0.0092
21450	-10483.6641	-1.9858	-0.3578	0.826	18.9471	13.1819	17.2267	12.2162	0.1244	-1.8839	1.8035	2.6491	8.0094	1.8035	1.8035	0.7254	0.9953	0.0047
21460	-10589.5597	-1.9578	-0.3578	0.8414	18.4884	13.1819	17.2267	12.3285	0.1172	-1.884	1.8384	2.6491	8.0896	1.8384	1.8384	0.7277	0.9968	0.0032
21470	-10563.0858	-1.9696	-0.3769	0.8298	17.5981	13.1819	16.8951	12.3142	0.1327	-1.8148	1.7892	2.6445	7.6099	1.7892	1.7892	0.7175	0.996	0.004
21480	-10507.6578	-1.9549	-0.3617	0.8043	18.3703	13.1819	15.2802	12.3142	0.129	-1.8243	1.7219	2.6645	7.4087	1.7219	1.7219	0.7212	0.9933	0.0067
21490	-10495.403	-1.9517	-0.3599	0.776	18.2034	13.1819	15.4847	12.3142	0.1536	-1.9943	1.704	2.5831	7.381	1.704	1.704	0.7361	0.9949	0.0051
21500	-10476.4054	-1.9945	-0.3599	0.8037	17.4285	13.1819	15.4847	12.3142	0.1285	-2.014	1.7768	2.6073	7.4355	1.7768	1.7768	0.7299	0.9936	0.0064
21510	-10460.1675	-2.0268	-0.3599	0.8657	17.4285	13.1819	15.4847	12.3142	0.1308	-1.8351	1.7727	2.6223	6.8299	1.7727	1.7727	0.7366	0.9927	0.0073
21520	-10469.396	-2.0194	-0.3527	0.8572	17.4285	12.513	15.4847	12.3142	0.1108	-1.8995	1.8008	2.6366	6.98	1.8008	1.8008	0.7253	0.9939	0.0061
21530	-10530.091	-2.057	-0.3527	0.8765	17.4285	12.513	15.4847	11.8913	0.1054	-1.9185	1.8221	2.6317	7.2534	1.8221	1.8221	0.7286	0.9948	0.0052
21540	-10539.1004	-2.0556	-0.3591	0.8831	17.5276	12.0942	15.6706	11.8913	0.0982	-1.9308	1.8103	2.6312	7.5696	1.8103	1.8103	0.7243	0.9934	0.0066
21550	-10557.2809	-2.048	-0.3523	0.8406	17.5276	12.0942	15.1341	12.7968	0.1191	-1.8066	1.8532	2.6588	7.5696	1.8532	1.8532	0.7229	0.9925	0.0075
21560	-10531.5508	-1.9679	-0.3523	0.7794	17.5276	12.2865	15.1341	12.4163	0.0878	-1.9152	1.8919	2.6293	7.1208	1.8919	1.8919	0.7222	0.9966	0.0034
21570	-10471.726	-2.0203	-0.3523	0.8122	16.9047	12.7893	15.1341	12.4163	0.1102	-1.9092	1.8049	2.5955	7.4634	1.8049	1.8049	0.7163	0.9941	0.0059
21580	-10515.4971	-2.0556	-0.3494	0.8689	16.9047	12.7893	15.1341	12.4163	0.1004	-1.9567	1.912	2.6232	7.5196	1.912	1.912	0.7305	0.9924	0.0076
21590	-10539.4896	-2.0738	-0.3494	0.8822	18.3619	12.7893	15.1341	12.4163	0.0969	-1.9522	1.9396	2.6017	8.1091	1.9396	1.9396	0.7403	0.9939	0.0061
21600	-10549.89	-2.053	-0.3387	0.8549	18.3619	12.7893	15.1341	12.4163	0.1162	-1.9437	1.8291	2.5693	8.1143	1.8291	1.8291	0.7224	0.9949	0.0051
21610	-10488.2624	-2.0065	-0.3463	0.8216	17.2253	13.1739	15.1341	11.7482	0.1135	-1.9759	1.8489	2.5813	8.2003	1.8489	1.8489	0.7201	0.996	0.004
21620	-10466.5135	-1.9977	-0.3463	0.8179	17.4643	13.1739	15.1341	11.8107	0.1046	-1.8423	1.7794	2.6222	8.3163	1.7794	1.7794	0.739	0.9982	0.0018
21630	-10528.9532	-2.0205	-0.3451	0.8319	20.5077	13.1739	15.1341	11.8107	0.1128	-1.9006	1.8053	2.6245	7.7055	1.8053	1.8053	0.7313	0.9958	0.0042
21640	-10557.1195	-2.0119	-0.3451	0.8149	20.5077	13.1739	16.1908	12.4731	0.1033	-1.9206	1.7525	2.6245	7.5273	1.7525	1.7525	0.7285	0.9913	0.0087
21650	-10641.4269	-1.9977	-0.3512	0.8001	20.5077	13.1739	16.1908	12.4731	0.1261	-1.945	1.7794	2.6149	7.4523	1.7794	1.7794	0.7256	0.9939	0.0061
21660	-10568.1449	-2.0017	-0.3512	0.8269	17.5426	13.1739	16.1908	12.4731	0.1177	-1.9811	1.8077	2.6357	6.7128	1.8077	1.8077	0.7245	0.9897	0.0103
21670	-10456.3422	-2.0336	-0.3491	0.8283	18.2982	13.1739	16.2828	12.4731	0.1084	-1.9228	1.7757	2.5685	6.4201	1.7757	1.7757	0.7222	0.9894	0.0106
21680	-10446.3655	-2.0895	-0.3624	0.9035	18.2982	13.2225	16.2828	12.4731	0.1268	-1.8676	1.7757	2.6422	6.2512	1.7757	1.7757	0.7147	0.9849	0.0151
21690	-10429.8978	-2.1025	-0.3543	0.8801	18.2433	13.2225	16.2828	12.4731	0.1373	-1.9399	1.6482	2.6062	6.4036	1.6482	1.6482	0.7278	0.9828	0.0172
21700	-10532.3104	-2.096	-0.3484	0.8934	18.2433	14.1064	17.4443	12.4731	0.1118	-1.9409	1.6719	2.5844	6.7016	1.6719	1.6719	0.727	0.9881	0.0119
21710	-10486.6104	-2.0638	-0.3468	0.8596	18.1769	12.9822	17.4443	13.9515	0.1201	-1.9005	1.7786	2.6276	6.4399	1.7786	1.7786	0.7209	0.9896	0.0104
21720	-10465.4373	-2.1059	-0.3544	0.9074	18.1769	12.9822	18.3647	13.9515	0.1403	-1.8797	1.7742	2.6492	6.901	1.7742	1.7742	0.7294	0.9893	0.0107
21730	-10581.7802	-2.031	-0.3544	0.8637	18.1769	13.8571	16.0295	13.9515	0.1136	-1.8702	1.8245	2.6492	6.5568	1.8245	1.8245	0.7241	0.9905	0.0095
21740	-10613.9983	-2.0334	-0.3605	0.873	17.6263	13.9192	16.0405	13.9515	0.1018	-1.9481	1.8779	2.6343	6.8531	1.8779	1.8779	0.7269	0.9927	0.0073
21750	-10522.9924	-2.0592	-0.3585	0.8976	18.96	13.9192	16.0405	14.4986	0.0971	-1.8864	1.7522	2.6701	6.9233	1.7522	1.7522	0.7166	0.9947	0.0053
21760	-10328.2627	-2.0612	-0.3585	0.8977	18.96	13.9192	16.0405	13.2885	0.0978	-1.8913	1.7507	2.6653	6.8916	1.7507	1.7507	0.728	0.991	0.009
21770	-10371.0657	-2.067	-0.3585	0.9028	18.96	13.4179	16.0405	13.2885	0.1143	-1.9365	1.7492	2.6793	7.2026	1.7492	1.7492	0.71	0.9951	0.0049
21780	-10345.512	-2.0547	-0.3585	0.9063	17.7555	13.4179	16.0405	11.9844	0.1026	-1.9365	1.8304	2.7063	7.3962	1.8304	1.8304	0.7325	0.9932	0.0068
21790	-10470.7052	-2.0592	-0.3626	0.8896	16.679	14.4809	16.1034	11.1783	0.1131	-1.8726	1.7636	2.6705	7.231	1.7636	1.7636	0.7141	0.9906	0.0094
21800	-10421.1376	-2.0311	-0.3626	0.9054	17.8171	14.4809	16.1034	12.3507	0.1186	-1.8283	1.7641	2.6497	8.0461	1.7641	1.7641	0.7291	0.9953	0.0047
21810	-10429.8544	-2.0071	-0.3671	0.852	17.8171	14.1611	16.11	13.8401	0.1126	-1.9342	1.7641	2.6457	6.7846	1.7641	1.7641	0.72	0.9902	0.0098
21820	-10490.9301	-2.0796	-0.3671	0.9007	17.8171	14.1611	16.11	13.8401	0.1166	-1.8315	1.6919	2.6549	7.0103	1.6919	1.6919	0.7165	0.991	0.009
21830	-10395.5972	-2.0276	-0.3639	0.843	17.8171	14.1611	17.4245	13.31	0.1254	-1.7766	1.764	2.6657	6.8405	1.764	1.764	0.7329	0.9906	0.0094
21840	-10439.313	-2.0286	-0.3639	0.8516	19.0816	14.1611	15.4454	13.31	0.1144	-1.897	1.7151	2.6325	6.9119	1.7151	1.7151	0.72	0.9926	0.0074
21850	-10465.7007	-1.9926	-0.3684	0.8376	19.0816	14.1611	16.9384	13.9078	0.1125	-1.9442	1.7151	2.6507	7.2765	1.7151	1.7151	0.7189	0.9941	0.0059
21860	-10472.997	-2.0391	-0.3587	0.8746	19.0816	14.1611	16.9384	13.9078	0.1135	-2.0742	1.8029	2.6574	6.4901	1.8029	1.8029	0.7348	0.9921	0.0079
21870	-10442.1641	-2.0076	-0.3587	0.8492	19.0816	12.9172	17.2506	12.5361	0.1223	-1.8999	1.6993	2.6252	6.47	1.6993	1.6993	0.726	0.9909	0.0091
21880	-10531.4687	-2.0194	-0.3646	0.8373	19.0816	14.0395	17.2506	12.6379	0.101	-1.933	1.6623	2.62	6.396	1.6623	1.6623	0.7271	0.9863	0.0137
21890	-10339.508	-2.0009	-0.3646	0.8246	19.0816	14.0395	17.2506	12.6379	0.1143	-1.9599	1.7769	2.6157	6.2577	1.7769	1.7769	0.7299	0.9877	0.0123
21900	-10413.8084	-1.9916	-0.3646	0.817	19.0816	14.0395	19.2163	12.3739	0.1212	-1.95	1.7675	2.6396	6.026	1.7675	1.7675	0.7272	0.9877	0.0123
21910	-10432.9756	-2.0461	-0.3646	0.878	19.7024	13.4736	17.1052	12.3739	0.0974	-1.9607	1.7092	2.5705	6.026	1.7092	1.7092	0.7347	0.9863	0.0137
21920	-10391.6095	-2.0726	-0.373	0.8916	19.7024	13.4736	17.1052	12.3739	0.138	-1.8193	1.7612	2.6051	5.5376	1.7612	1.7612	0.7207	0.9875	0.0125
21930	-10281.939	-2.0526	-0.3751	0.8929	19.4843	13.4736	16.8239	13.359	0.138	-1.8196	1.8395	2.6099	6.043	1.8395	1.8395	0.7331	0.9877	0.0123
21940	-10257.6199	-2.0536	-0.3722	0.8794	20.1399	13.4736	16.8239	12.0289	0.1171	-1.9023	1.6703	2.6117	6.0877	1.6703	1.6703	0.7287	0.9876	0.0124
21950	-10354.7623	-2.0738	-0.3727	0.8874	17.3755	13.4736	16.6326	12.0289	0.1121	-1.824	1.7244	2.601	6.2624	1.7244	1.7244	0.724	0.9911	0.0089
21960	-10359.4689	-2.0776	-0.3697	0.8962	17.3755	12.8012	17.0905	13.4456	0.0978	-1.9093	1.7641	2.634	7.566	1.7641	1.7641	0.7193	0.9931	0.0069
21970	-10395.7389	-2.1191	-0.3634	0.9021	20.2945	12.8012	17.0905	11.6413	0.1061	-1.8619	1.7967	2.6476	7.2151	1.7967	1.7967	0.7226	0.9902	0.0098
21980	-10417.5143	-2.1004	-0.3635	0.9138	20.2945	14.3954	17.7794	11.5195	0.1187	-1.8916	1.8163	2.6416	6.4263	1.8163	1.8163	0.7163	0.9869	0.0131
21990	-10388.0185	-2.0618	-0.3701	0.8583	18.2408	14.3954	17.7794	12.3342	0.118	-1.8788	1.7616	2.6267	7.8485	1.7616	1.7616	0.7207	0.9917	0.0083
22000	-10394.3079	-2.0806	-0.3622	0.8758	18.2408	14.3117	16.5513	11.571	0.1403	-1.8731	1.7424	2.6947	8.0899	1.7424	1.7424	0.721	0.9939	0.0061
22010	-10382.8271	-2.102	-0.3505	0.87	17.2821	13.1173	16.5513	11.5296	0.1091	-1.8703	1.6858	2.6541	7.4798	1.6858	1.6858	0.73	0.9951	0.0049
22020	-10456.1038	-2.0925	-0.3324	0.8721	17.2821	13.8507	16.5513	12.7805	0.1241	-1.8798	1.8238	2.6214	6.7608	1.8238	1.8238	0.7206	0.9912	0.0088
22030	-10495.6274	-2.121	-0.3372	0.9085	19.6095	13.8507	16.5513	12.7805	0.1242	-1.9111	1.7318	2.6445	7.0016	1.7318	1.7318	0.7305	0.9869	0.0131
22040	-10543.1973	-2.0946	-0.3352	0.8958	17.4797	13.3266	17.8006	12.7805	0.1091	-1.8416	1.6064	2.6601	7.4349	1.6064	1.6064	0.7246	0.9908	0.0092
22050	-10633.5199	-2.0787	-0.3415	0.8744	17.4797	13.3266	17.8006	13.807	0.1318	-1.8278	1.7508	2.6159	7.1075	1.7508	1.7508	0.7203	0.9935	0.0065
22060	-10620.3443	-2.0746	-0.3461	0.8497	17.4797	13.3266	17.3787	13.807	0.1447	-1.8339	1.7983	2.6688	7.6054	1.7983	1.7983	0.7202	0.9918	0.0082
22070	-10498.5461	-2.0474	-0.3578	0.8667	17.6776	13.3266	15.6624	11.9442	0.1381	-1.8351	1.7132	2.6915	7.1549	1.7132	1.7132	0.7162	0.9903	0.0097
22080	-10549.265	-2.0336	-0.3578	0.8456	16.8688	13.3266	16.503	11.9442	0.1146	-1.831	1.7278	2.6042	6.6084	1.7278	1.7278	0.7173	0.992	0.008
22090	-10529.1051	-2.0671	-0.3488	0.8841	16.8688	13.9801	16.503	11.9442	0.1068	-1.8715	1.7333	2.6612	7.0431	1.7333	1.7333	0.726	0.9897	0.0103
22100	-10502.8239	-2.045	-0.3488	0.8605	17.8153	13.9801	16.503	12.9295	0.1038	-2.036	1.8163	2.6191	7.4704	1.8163	1.8163	0.7282	0.9935	0.0065
22110	-10568.6304	-2.0094	-0.3439	0.8375	19.6123	13.8683	17.4628	13.105	0.1186	-2.036	1.8826	2.5952	7.3316	1.8826	1.8826	0.7378	0.9918	0.0082
22120	-10456.0685	-2.0393	-0.3496	0.8387	19.6123	13.8683	16.5037	13.105	0.0935	-2.0246	1.8368	2.6732	6.728	1.8368	1.8368	0.7333	0.9934	0.0066
22130	-10341.2976	-2.087	-0.3496	0.8889	19.6123	13.8683	18.0543	13.1214	0.1137	-2.026	1.915	2.6317	7.7969	1.915	1.915	0.7312	0.9946	0.0054
22140	-10342.3309	-2.0728	-0.3496	0.852	19.6123	13.8683	18.148	13.1214	0.1101	-1.9293	1.8408	2.6049	7.6587	1.8408	1.8408	0.7355	0.9913	0.0087
22150	-10392.5185	-2.0686	-0.3415	0.8523	19.6123	13.8683	17.0257	13.1214	0.1239	-1.9715	1.8967	2.6288	8.0943	1.8967	1.8967	0.7258	0.9947	0.0053
22160	-10393.3314	-2.108	-0.3415	0.8747	19.6123	13.8683	17.2651	12.5181	0.1253	-1.9296	1.8581	2.6272	7.2467	1.8581	1.8581	0.7308	0.9936	0.0064
22170	-10381.9179	-2.083	-0.3435	0.8628	19.6123	14.4913	17.2651	13.5672	0.1289	-1.8103	1.7941	2.6255	7.5479	1.7941	1.7941	0.7194	0.992	0.008
22180	-10506.4689	-2.0888	-0.3446	0.8822	19.0538	13.3359	15.7559	12.0292	0.1239	-1.8518	1.715	2.6446	6.7888	1.715	1.715	0.726	0.9908	0.0092
22190	-10437.4896	-2.0621	-0.3446	0.8695	19.0538	13.3359	15.3824	11.9736	0.1197	-1.8012	1.7608	2.6988	6.7142	1.7608	1.7608	0.7363	0.9944	0.0056
22200	-10461.2769	-2.0879	-0.3526	0.8702	19.0538	13.3359	15.3023	11.9736	0.1329	-1.8951	1.7591	2.6237	6.9054	1.7591	1.7591	0.7267	0.989	0.011
22210	-10456.4597	-2.0757	-0.3464	0.8596	19.0538	13.3359	16.8193	11.9736	0.1114	-1.828	1.7591	2.6343	7.075	1.7591	1.7591	0.7206	0.9951	0.0049
22220	-10358.2934	-2.0664	-0.358	0.8527	19.0538	13.3359	16.8193	11.9736	0.1345	-1.8665	1.6756	2.664	6.964	1.6756	1.6756	0.723	0.9899	0.0101
22230	-10449.0589	-2.0243	-0.3549	0.8362	18.51	13.4139	15.2813	11.9736	0.1179	-1.8429	1.7396	2.6601	7.123	1.7396	1.7396	0.7203	0.992	0.008
22240	-10480.4571	-2.0488	-0.3549	0.829	18.51	13.4139	14.9956	11.9736	0.1294	-1.8987	1.7453	2.6379	6.2638	1.7453	1.7453	0.7254	0.9856	0.0144
22250	-10470.632	-2.0423	-0.3593	0.8552	18.51	11.6764	15.912	11.9736	0.1209	-1.7468	1.642	2.6651	6.2431	1.642	1.642	0.718	0.9869	0.0131
22260	-10374.3976	-2.0108	-0.3593	0.817	18.51	12.9162	15.912	11.9736	0.1346	-1.8418	1.748	2.6546	6.2372	1.748	1.748	0.7206	0.99	0.01
22270	-10368.4644	-2.0126	-0.3655	0.8276	18.51	12.9162	16.1282	11.4411	0.101	-1.861	1.7135	2.6161	6.8176	1.7135	1.7135	0.7272	0.9915	0.0085
22280	-10445.4522	-2.0174	-0.3655	0.8398	18.51	12.9162	16.1282	11.4411	0.1171	-1.9133	1.685	2.6123	6.3461	1.685	1.685	0.7173	0.9856	0.0144
22290	-10345.8972	-2.0628	-0.3595	0.8712	18.51	13.021	16.1218	11.9377	0.1184	-1.8904	1.8434	2.652	6.2999	1.8434	1.8434	0.7296	0.9916	0.0084
22300	-10372.9784	-2.0681	-0.3445	0.8707	20.0462	13.2784	16.1218	13.9711	0.1202	-1.7853	1.8152	2.6782	6.8903	1.8152	1.8152	0.7191	0.9922	0.0078
22310	-10283.721	-2.0665	-0.3445	0.859	20.0462	13.2784	16.1218	12.6885	0.1269	-1.7921	1.7768	2.6646	6.7251	1.7768	1.7768	0.7199	0.9929	0.0071
22320	-10430.6491	-2.045	-0.3445	0.8539	19.1175	13.2784	16.0062	12.6885	0.1442	-1.7323	1.7876	2.6263	6.6493	1.7876	1.7876	0.7193	0.9901	0.0099
22330	-10495.7307	-2.0309	-0.3552	0.8736	19.1175	13.2784	16.0062	12.6885	0.1208	-1.7512	1.6445	2.6827	6.3917	1.6445	1.6445	0.7221	0.9901	0.0099
22340	-10478.8163	-2.0494	-0.3561	0.8619	18.4226	13.2784	15.2917	12.5854	0.1212	-1.8879	1.6369	2.5879	6.8821	1.6369	1.6369	0.733	0.9891	0.0109
