gen	Wass_Lower	Wass_Upper	Rums
5040	0.00694355182941264	0.0157992445220263	4.9999999999998e-05
5080	-0.00695070614919924	0.0378263155356996	-0.00180633767172276
5120	-0.00412477412297775	0.0353204131120884	0.00110661418240612
5160	-0.00437993936374018	0.0470484219685907	-0.000139188637508166
5200	0.00148079843483289	0.0116840114427702	0.00181504543413121
5240	-0.00740711803767476	0.0275851994468519	0.000650000000000001
5280	-0.0103313474498847	0.0308617165584352	9.99999999999959e-05
5320	-0.00781507574869545	0.0342359174605244	8.76891441441013e-05
5360	-0.00671411092785649	0.0393582968260474	0.000237191684808052
5400	-0.00367677270743307	0.0210673067469194	0.000900000000000001
5440	-0.00488620023399416	0.0201036253223645	0.000731129308741932
5480	-0.004891494585287	0.0186547793038824	-0.000949999999999996
5520	-0.011552490140371	0.0270355352824913	0.00165
5560	-0.00347465453539171	0.0208074003309647	-0.00166048756374337
5600	0.00135714281144039	0.0146585539591113	-5.98720091825565e-05
5640	-0.00331088701377826	0.0113979751690257	0.00086676797304398
5680	-0.00487689026043235	0.00757417553586778	-0.000412545202459928
5720	-0.000402384507925013	-0.00112156060628198	-0.00105387061163598
5760	-0.00223610440607613	0.0222089514042725	0.000710726474913641
5800	-0.00176385265382712	0.0496515118721128	0.000129113386516517
5840	-0.0102206069737832	0.0261804892464554	-0.0012
5880	0.000449007327591011	0.0117890686146432	-0.000775487212496758
5920	-0.00670418860217547	0.022769538725181	0.000280447824622252
5960	0.00166819835406166	-0.00345578354326707	0.00151601108896282
6000	-0.00292246751273505	0.0286747608370132	0.000262660205424165
6040	0.000353239582498159	0.0127203365434716	0
6080	-0.00579493488074373	0.0350842595654487	4.9999999999998e-05
6120	-0.00308515275802049	0.0303324288983112	-0.000451076257661456
6160	-0.00813574754775483	0.0160657209549573	0.000840051766808125
6200	0.00520069250217255	0.0197811526627224	0.0033
6240	-0.000166630804776219	0.0476739953935141	2.87246375952135e-06
6280	-0.00416631800062182	0.0124127287459372	7.81992558073104e-05
6320	-0.00110726979545201	-0.00182961142412294	-0.000399999999999998
6360	0.00331825703974338	0.0185982698360387	-0.0015
6400	-0.0015665415121622	0.0262524406565901	0.00053608554801696
6440	-0.000108277668720409	0.0263498881550491	8.33357329109684e-05
6480	0.00205630066865319	0.0167420490826068	-0.000199999999999999
6520	-0.00733554198586768	0.0445419043672175	-0.000899999999999998
6560	0.00128470299732612	0.00331513930892555	0.000271582279067671
6600	-0.000714677939623695	0.0198216262296583	-0.00125
6640	-0.00169097651987428	-0.0179782153243602	-0.00150012049790907
6680	0.00166837735807695	0.0389191685465252	4.35333744429021e-05
6720	-0.00727345875070868	0.0118448335547464	-0.000750000000000001
6760	0.00114508238862668	0.00918563454526899	-0.00104214956179194
6800	-0.00696055282862338	0.0138145899196844	-9.64292518043641e-07
6840	-0.00499738688329374	0.0117325537497395	-0.000634761107756714
6880	-0.0007854784578607	0.0457741665336061	0.00195
6920	-0.00686777386797792	0.0078139238095084	0.000274578737346366
6960	0.0013975610648141	0.0320416588989242	-0.000600000000000003
7000	-0.000896468719037903	0.0251284361515583	0.00120245494674795
7040	-0.00503902698294791	0.0226758053362246	-0.000773839102043931
7080	-0.00314262200643212	0.0276472196467914	0.000344992714655906
7120	0.000468692794438993	0.00030086421537967	0.000799999999999999
7160	-0.00128969380046226	0.0253232872322466	-0.000199999999999999
7200	0.000783465365965505	-0.00849869479350397	0.000549999999999998
7240	0.000644945367783846	0.0238795424039404	-0.00169849243261319
7280	0.000902492585700548	0.0232600881170656	0.000573027904847284
7320	0.000593808609572394	0.0139646838879881	0.000296378113095467
7360	-0.00407078933457138	-0.00351900020043781	-0.000402493530959648
7400	-0.00850742649929476	0.0066518674052725	0.00111474365335436
7440	-0.00571274736313933	0.0307743756471021	0.000281869173839051
7480	-0.00646988834188282	0.0122427158599992	0.00204497615333686
7520	-0.00720728162772082	0.0393585199270326	0.00140807724938117
7560	-0.00370154909885978	0.0200703591440162	-0.00136253824880799
7600	-0.00307291066486192	0.014109431493017	-0.0023
7640	-0.00815169848202698	0.0224430718670707	-0.00098807716304981
7680	-0.0133907856414846	0.0226706950755164	-0.00217205205766368
7720	0.00521286265412282	0.0179982278928726	-0.000868962963977007
7760	-0.0124408731969866	0.0206566799401859	0.000100000000000003
7800	-0.00412518019951551	0.00253059941697155	2.65671639452236e-05
7840	0.00120388493460812	0.0144949828558755	-0.00105
7880	-0.000556748894141298	0.0180314336496877	-0.000150000000000004
7920	-0.00731146428567129	0.0430609489653413	0.000797318411673808
7960	0.00137793467820722	0.00823425883198371	0.000130750181380739
8000	-0.00845244023193784	0.00619597848210116	-0.000422928928016597
8040	-0.0116631551137401	0.0430754364644385	-0.000699999999999996
8080	-0.0121735844312274	0.0286071692665403	-0.000699999999999999
8120	0.00252619182005499	0.0383102184158998	-0.00058438644221984
8160	0.0018860614939398	0.0455973594068685	0.000525984545524803
8200	-0.010661081582414	0.0321844223396459	0.00126082212271275
8240	-0.00212431169461268	0.00620647439742043	0.000349999999999996
8280	-0.00478709113857739	0.0176472466142347	0.000466356975490703
8320	-0.00979720201086425	0.00197114802196711	0.00258466571782976
8360	-0.00174442997616448	0.0126257256439088	-0.00155200948172167
8400	-0.00150917481236543	0.0259963747878043	0.000257145265177356
8440	-0.000733598684960125	0.0209759134020343	0.000616356289751388
8480	-0.00119098516929306	0.0189574926921278	0.000464090829399761
8520	-0.000263197963783934	0.0063108733996429	0.00111118339834946
8560	-0.000179076263526111	0.0363989909778917	-0.000457488704284626
8600	-0.000883067163827488	0.0318992167932627	0.000514435218441009
8640	0.00015555140014905	0.00652570622655581	-0.000731092749457485
8680	-0.00385778423337661	-0.0119020834364336	0.000958960729155592
8720	-0.000979653447203153	0.0193138457643554	0.000125616602661891
8760	-0.0120115150591319	0.0330635512054414	0.00100301363557144
8800	0.00258412925720682	0.00445564485328635	0.000843765220447018
