gen	Wass_Lower	Wass_Upper	Rums
20200	-0.00111198896040476	-0.0182962371304619	-0.000145356701792214
20400	-0.0124381521641481	0.00527547023430062	0.00127065287679907
20600	-0.00925164600352631	-0.00273226989274207	-3.60904521155454e-05
20800	0.00228901512278647	0.0119351819401868	0.000673789031501219
21000	-0.00933234921872471	-0.00540460495364012	-5.00000000000014e-05
21200	-0.00178016786427272	0.0422282582373164	0.000901929810374291
21400	-0.00750684976263531	0.00296792796882083	0.00228233780386184
21600	-0.002215698897927	0.0380564165771227	0.000232225358999055
21800	-0.00665854807668995	0.013700208753626	-0.00046741924722116
22000	-0.00549269582135026	0.020535102857213	0.00245790279677273
22200	-0.00709303602166243	0.00794596828714964	-0.000975636757751586
22400	-0.00572671995113733	-0.0276070227246506	-0.00027758985966015
22600	0.000500432440239021	0.0467806813305618	0.00179769943662725
22800	-0.0011453996228135	0.0343830972411701	0.000734309454152083
23000	-0.00789370117469025	-0.00815358723026845	0.000956177592636935
23200	-0.0101857948962992	0.00308620965412503	-0.000452682299012283
23400	0.000223358706864629	0.0276439488642238	-0.000667086267726553
23600	-0.00209102293697257	-0.00620951814804292	-0.000283365060654933
23800	0.00132776039661242	-0.00336240100562347	0.000913004113639988
24000	-0.00872294848176513	0.0227316268633542	-1.88000635768862e-05
24200	0.00146548862642484	0.0174871348813585	0.000531641312202118
24400	-0.00989456834257148	0.0157508544516205	0.0011
24600	-0.00847754082942319	-0.00362969060176985	-0.000357491596867709
24800	-0.00835834604866757	-0.00118125280248036	-9.67924555193463e-05
25000	0.00270943756396819	0.0132114127629838	0.000100000000000003
25200	-0.00438432218870769	-0.0178486299918345	-0.00185
25400	0.00482625356831844	0.000812842683666784	0.000848514198651666
25600	0.000165186824657305	0.0102684705764913	-0.000499999999999997
25800	0.00369733180552288	0.0171227297381809	-0.00077188167784481
26000	0.00515282521588221	0.0136034977056298	-0.000501016757822124
26200	-0.0090453034462397	0.0141706765690696	0.00282134728285706
26400	-0.00589028411993901	0.00509307372840579	0.000882185874723079
26600	-0.0167116452674357	0.0104161825243736	-0.000186384835900767
26800	-0.00142830277964413	-0.0251456044540257	-0.00314347110432688
27000	0.00219918968563554	0.0211156008027521	-0.000129253812745263
27200	-0.00109942181807782	-0.0351340187238699	0.000129747507316608
27400	-0.00771728414507661	0.0126788504031504	0.000174461692853248
27600	-0.00563508379521264	-0.0205381345447388	0.000198368046939991
27800	-0.0038993187150337	0.0101879533388551	0.00320001794527002
28000	-0.00716101754420027	0.00910731849325953	-0.000927298726950326
28200	-0.00620861948674697	0.00121160752261455	-0.00106634424298055
28400	-0.0110447329919421	0.0227066123596426	1.80006299281381e-05
28600	-0.00799391890056365	0.0116433254460104	0.00156776770840843
28800	-0.00689588749754295	0.0376407433112585	-0.00177898625184375
29000	-0.00350690883072634	0.000281658259897025	0.000231263568064397
29200	-0.00547674036796529	0.0250449326418233	-0.0012
29400	-0.00104242688286391	0.0249994305354939	0.00199964349215269
29600	6.56331137136659e-05	0.00745423564486402	0.000254552745295348
29800	-0.00130278077318959	0.00675853050534692	0.0022
30000	-0.00773745274642443	0.0362439989380564	0.000485039329740297
30200	-0.00115170527702501	-0.00652156482198499	0.000568513957811424
30400	-0.00703410274095741	0.0305780174379728	-0.000300000000000002
30600	-0.00430415978538151	0.0154254051942389	-0.0015
30800	-0.00588205167490801	0.00151729376395664	-5e-04
31000	0.00235887870173296	-0.0124548942776467	-0.000100000000000003
31200	-0.00774631202397585	0.00653476252024544	-0.00149999999999999
31400	0.00499801216698144	0.00413130226821699	0.00165697471986459
31600	-0.0122804124366317	0.00546052180836875	-0.00392143901250344
31800	-0.00379447668976992	0.0435567657379124	0.00165
32000	0.00136925207093604	0.0207123464955566	0.000350000000000003
32200	-0.013828710837713	0.00361356643389579	-0.00120432464429008
32400	-0.00285032448421522	-0.00966263877924839	-0.000219471970230832
32600	-0.00728012349626712	0.00829481341110204	0.000665310980252364
32800	-0.00954721060624481	0.0177657011592437	0.00164293586968212
33000	0.000130120393990747	0.01648998525754	0.000350756013786469
33200	-0.00434602066494973	-0.00439860825353798	-0.000290144442793697
33400	-0.00108602118918352	0.00269183977748781	0.0010587358596902
33600	-0.00109291705461012	0.00869422262953802	0.00103144713749136
33800	0.00680918148953934	-2.40438031548912e-05	-0.00215599655841859
34000	-0.00256656249811367	0.0196055905040389	0.000113364989634386
34200	-0.00419845679566685	-0.00979639936923744	0.000449999999999999
34400	0.00116340278610899	0.0103262401566414	0.0014
34600	-0.00461641196498881	-0.0141668275945853	0.000899999999999998
34800	-0.00569810893039745	0.012187558530982	8.42215707886201e-05
35000	-0.00725861866333697	-0.0197396945571352	-0.00185
35200	-0.00977994122163519	0.012563364005695	0.000700482625831056
35400	-0.00411311870091535	-0.00898951870143171	0.000619053167264086
35600	-0.00394033576272166	-0.00673553617252338	-0.000156543046155908
35800	-0.00551757071933661	-0.0143655823504825	-0.000100000000000003
36000	-0.00360586457944861	0.00197798639083876	-0.000935559003015712
36200	-0.00315901642343312	0.00826973362935069	-0.00036718294067627
36400	-0.00102117391481719	0.0391952958159259	-0.000149999999999997
36600	-0.00431577356644294	0.00519249661386978	-0.000919798026474832
36800	-0.00488826450376909	0.0337479609345354	0.000857966007064868
37000	-0.0081428905854572	-0.0334569802233261	0.000799999999999999
37200	-0.0100575780331393	-0.0152450492550569	0.000104622261073727
37400	-0.0054012637454272	0.0288617442392844	-0.000373634784290568
37600	-0.014350720331872	-0.000863288689971826	0.00025
37800	-0.00510791361451514	0.0325757256865135	0.000713344103694346
38000	-0.012305269086327	0.0110118799156055	-0.000385517326648127
38200	0.00277911600403948	0.0151689195184208	-0.000467768231417656
38400	-0.00376974727836788	0.0176713503736177	0.00146453458765392
