gen	Wass_Lower	Wass_Upper	Rums
20100	0.00164128136617517	0.0368107475417481	0.00163091847797499
20200	-0.00475016766936139	-0.0123531644377451	0.000900000000000001
20300	-0.0114047135165087	0.0343650916126395	0.0011
20400	-0.00021976819599917	0.0259765076231421	-0.000851064907672623
20500	-0.00452173799648148	0.0452341361580596	-0.00187757047295933
20600	-0.0102375082609999	0.00868853275408277	0.000753927490612177
20700	-0.00696163483996216	0.030411038067088	0.00118843232674713
20800	-0.00118659651156885	0.0333192431119931	0.00223950183318443
20900	0.00125260866162571	0.0350613501353293	0.000379482842049424
21000	-0.00527517654295912	0.0198907183421608	0.000417316619836135
21100	-0.0113910259102513	0.0231005060842188	-0.000130765291121996
21200	-0.00480159286081262	0.0194356281570889	-0.0026
21300	-0.00071117949457692	0.0382744553291401	-0.00128142989735207
21400	-0.00690344967610351	0.0396483948242876	0.000205123596770284
21500	-0.00809147854498188	0.0172461987373198	-0.00082854900700927
21600	-0.0022039956473966	0.0393424780945527	-0.000749999999999997
21700	-0.00768076526589383	0.000344592777633879	0.00185
21800	-0.00273794373089767	0.0325089212102432	-0.0017
21900	-0.00560345888054163	0.0316944394216099	-0.000251476561631356
22000	-0.00842265663618071	0.00293647360706514	-0.00118907979116677
22100	-0.0011021702796763	0.02861511887434	-0.000286001289970878
22200	-0.0153654144172672	0.0193921560296726	-0.000447405335318285
22300	-0.00826861989935708	0.025273816634508	0.000687961845915224
22400	-0.00674992505904759	0.0289671125506354	0.000374312191696577
22500	-0.00701639684404824	0.0347054510387218	-0.000341063351629138
22600	0.00111481485255744	0.0373382144042224	-0.00231187594827231
22700	-0.00894087399543551	0.0457748679620977	-0.000462101178359181
22800	0.00115896999536218	0.0257721952669829	0.00115
22900	-0.00697493334129656	0.0248894510954217	-0.00191227105143309
23000	-0.00736052663909759	0.0079764438594284	0.00035
23100	-0.00871221033916054	0.0263262265404262	0.000853568038965517
23200	-0.0071255044075101	0.0279547117461967	-0.000402679709961544
23300	-0.0114532801086399	0.00975661450587832	0.000650000000000005
23400	-0.0082517249657075	0.0272487083565704	0.000999281487968934
23500	-0.00545608805933621	0.0391778533833119	-0.000778841298606218
23600	-0.000983004793830726	0.0139234581206514	-0.00235
23700	-1.30168539816053e-05	0.00532093811255903	-0.000441202661350643
23800	-0.000312952069276048	0.0361396054749706	-0.000999374480599686
23900	0.00364083832568939	0.0263587278892218	-0.000920126031097424
24000	0.00252269447156774	0.0322784263540858	0.00163807863997824
24100	-0.00791441058046195	0.0312468269011261	-0.000849999999999997
24200	-0.00222946292836491	0.0633042626894277	0.00207308806174789
24300	-0.00541823235168362	0.0414776433881338	-0.00105494790941866
24400	-0.00260452599276528	0.0436076054497158	0.000800206527715456
24500	-0.00103025452745347	0.0442634377845381	-0.00115071060267858
24600	-0.000968879862191671	0.0400285882245099	0.000299999999999998
24700	-0.00487472091114776	0.043843244987548	0.000363161668229937
24800	-0.0121386224044592	0.0617422341110857	0.000299999999999998
24900	0.00509003791826385	0.0355335702905351	-0.000473572048184764
25000	0.00214398438893115	0.0500210292915741	-0.000746252679108942
25100	-0.0024017399796189	0.0290090796795499	-0.00115
25200	-0.00399619802395045	0.0422663118278643	0.0010930865357472
25300	-0.00858172543291951	0.0191381294062112	0.00146377937342354
25400	0.000834133160904742	0.0261241823870816	-0.00211926134625031
25500	-0.0102660223412978	0.0285602249706213	0.0014657656258893
25600	-0.00344258056402788	0.0212147535083371	-0.00033945983064694
25700	-0.011791633364727	0.00628271289687408	0.000650000000000001
25800	-0.00696219571484256	0.0364262019683087	-0.00048754327248714
25900	-0.0111659565328918	0.0466241420338155	-0.00245722633995105
26000	-0.00276741886322276	-0.0139230797680186	0.000984891462965959
26100	-0.0138778206724543	0.00289471392833263	-0.00235
26200	0.00441960880358176	0.026112452912289	-0.000838237689671121
26300	-0.00807552315104734	0.0285498709719865	-0.000154693901822479
26400	-0.00330162805516061	0.0258580619663698	-0.000785011528405145
26500	-0.00306486575402014	0.0410249883139959	0.0016
26600	-0.00486549737563289	0.0112184126432256	0.00127197205621413
26700	-0.005762645545208	0.00239334727019738	-0.000170642643717186
26800	-0.00461530102709851	0.0364157125639356	-0.000628031505832818
26900	-0.00556140802429976	-0.0111979014915844	-0.000575838473075348
27000	-0.00739536984567644	0.0471844964310639	-0.000484425412341578
27100	-0.00588281700438957	0.0375449643582289	-0.00138267993012533
27200	-0.00229618848277037	0.00517278005206325	0.000391490760427209
27300	-0.00885588252352274	0.0207864629965211	-0.00131361326164878
27400	-0.0012706074956725	0.0528648135121848	0.000962393573924376
27500	-0.00599445151186847	0.0639801180244609	-0.000714627927515941
27600	-0.0102017121829741	0.0503521084921556	-0.00275336127623751
27700	-0.00127755983070943	0.0182526197890687	-0.00108062193169621
27800	-0.00393563904719991	0.0201606183546446	-1.42919679647253e-05
